city,utc_adjust
Seoul,9
waypoint,lon,lat
transit,125.76673027176683,37.458260704855
transit,125.75550131464117,37.45827884296804
transit,125.74427235225099,37.4582959141395
transit,125.73304338491533,37.458311918368224
transit,125.72181441295325,37.45832685565315
transit,125.71058543668383,37.45834072599331
transit,125.6993564564261,37.45835352938775
transit,125.68812747249915,37.45836526583566
transit,125.676898485222,37.458375935336235
transit,125.66566949491374,37.458385537888766
transit,125.65444050189345,37.45839407349262
transit,125.64321150648014,37.45840154214723
transit,125.63198250899292,37.4584079438521
transit,125.62075350975084,37.45841327860682
transit,125.60952450907295,37.45841754641101
transit,125.59829550727835,37.458420747264405
transit,125.58706650468608,37.45842288116679
transit,125.5758375016152,37.45842394811801
transit,125.5646084983848,37.45842394811801
transit,125.55337949531392,37.45842288116679
transit,125.54215049272165,37.458420747264405
transit,125.53092149092704,37.45841754641101
transit,125.51969249024916,37.45841327860682
transit,125.50846349100708,37.45840794385211
transit,125.49723449351985,37.45840154214723
transit,125.48600549810655,37.45839407349262
transit,125.47477650508625,37.458385537888766
transit,125.463547514778,37.458375935336235
transit,125.45231852750085,37.45836526583566
transit,125.4410895435739,37.45835352938775
transit,125.42986056331617,37.45834072599331
transit,125.41863158704673,37.45832685565315
transit,125.40740261508466,37.45831191836822
transit,125.39617364774901,37.4582959141395
transit,125.38494468535883,37.45827884296804
transit,125.37371572823317,37.458260704855
transit,125.36248677669109,37.458241499801574
transit,125.35125783105164,37.45822122780903
transit,125.34002889163386,37.45819988887872
transit,125.32879995875683,37.45817748301205
transit,125.31757103273958,37.458154010210514
transit,125.30634211390114,37.45812947047568
transit,125.29511320256057,37.458103863809164
transit,125.28388429903691,37.45807719021267
transit,125.27265540364921,37.45804944968798
transit,125.26142651671648,37.45802064223691
transit,125.25019763855778,37.457990767861396
transit,125.23896876949213,37.4579598265634
transit,125.22773990983856,37.457927818345
transit,125.2165110599161,37.4578947432083
transit,125.20528222004378,37.45786060115551
transit,125.19405339054062,37.45782539218889
transit,125.18282457172562,37.45778911631078
transit,125.17159576391784,37.457751773523576
transit,125.16036696743625,37.457713363829775
transit,125.14913818259987,37.45767388723192
transit,125.13790940972773,37.45763334373262
transit,125.12668064913882,37.45759173333458
transit,125.11545190115214,37.45754905604056
transit,125.10422316608668,37.45750531185339
transit,125.09299444426146,37.45746050077597
transit,125.08176573599545,37.45741462281129
transit,125.07053704160764,37.45736767796238
transit,125.059308361417,37.45731966623236
transit,125.04807969574253,37.45727058762442
transit,125.03685104490322,37.45722044214181
transit,125.02562240921799,37.45716922978786
transit,125.01439378900587,37.457116950565975
transit,125.00316518458577,37.457063604479636
transit,124.99193659627667,37.45700919153236
transit,124.98070802439754,37.45695371172777
transit,124.96947946926731,37.456897165069556
transit,124.95825093120494,37.45683955156145
transit,124.94702241052937,37.45678087120731
transit,124.93579390755951,37.456721124011
transit,124.92456542261434,37.45666030997649
transit,124.91333695601274,37.456598429107835
transit,124.90210850807367,37.456535481409134
transit,124.89088007911602,37.45647146688455
transit,124.87965166945871,37.456406385538344
transit,124.86842327942067,37.456340237374846
transit,124.85719490932077,37.45627302239843
transit,124.84596655947792,37.456204740613565
transit,124.834738230211,37.45613539202477
transit,124.82350992183892,37.456064976636675
transit,124.81228163468053,37.45599349445393
transit,124.80105336905474,37.455920945481296
transit,124.78982512528039,37.45584732972357
transit,124.77859690367634,37.45577264718565
transit,124.76736870456148,37.45569689787249
transit,124.75614052825463,37.455620081789114
transit,124.74491237507463,37.455542198940634
transit,124.73368424534036,37.455463249332205
transit,124.7224561393706,37.45538323296906
transit,124.7112280574842,37.45530214985653
WP12,124.7,37.45522
transit,124.7,37.446261186348565
transit,124.7,37.43730235908327
transit,124.7,37.42834351820521
transit,124.7,37.419384663715554
transit,124.7,37.410425795615396
transit,124.7,37.40146691390587
transit,124.7,37.3925080185881
transit,124.7,37.383549109663235
transit,124.7,37.37459018713238
transit,124.7,37.36563125099668
transit,124.7,37.356672301257255
transit,124.7,37.34771333791525
transit,124.7,37.338754360971805
transit,124.7,37.32979537042805
transit,124.7,37.32083636628513
transit,124.7,37.31187734854418
transit,124.7,37.30291831720634
transit,124.7,37.29395927227276
transit,124.7,37.28500021374457
transit,124.7,37.27604114162291
transit,124.7,37.26708205590896
transit,124.7,37.25812295660385
transit,124.7,37.249163843708715
transit,124.7,37.240204717224714
transit,124.7,37.231245577153004
transit,124.7,37.22228642349475
transit,124.7,37.21332725625107
transit,124.7,37.204368075423154
transit,124.7,37.195408881012156
transit,124.7,37.18644967301921
transit,124.7,37.17749045144549
transit,124.7,37.16853121629218
transit,124.7,37.15957196756041
transit,124.7,37.15061270525136
transit,124.7,37.14165342936619
transit,124.7,37.132694139906064
transit,124.7,37.12373483687216
transit,124.7,37.11477552026563
transit,124.7,37.105816190087666
transit,124.7,37.09685684633942
transit,124.7,37.087897489022076
transit,124.7,37.07893811813682
transit,124.7,37.0699787336848
transit,124.7,37.06101933566721
transit,124.7,37.052059924085235
transit,124.7,37.04310049894004
transit,124.7,37.03414106023282
transit,124.7,37.02518160796475
transit,124.7,37.016222142137
transit,124.7,37.007262662750776
transit,124.7,36.99830316980727
transit,124.7,36.98934366330766
transit,124.7,36.980384143253126
transit,124.7,36.971424609644856
transit,124.7,36.96246506248407
transit,124.7,36.95350550177193
transit,124.7,36.94454592750965
transit,124.7,36.935586339698425
transit,124.7,36.926626738339436
transit,124.7,36.9176671234339
transit,124.7,36.90870749498301
transit,124.7,36.899747852987964
transit,124.7,36.89078819744997
transit,124.7,36.881828528370235
transit,124.7,36.872868845749956
transit,124.7,36.86390914959035
transit,124.7,36.85494943989261
transit,124.7,36.84598971665795
transit,124.7,36.83702997988758
transit,124.7,36.828070229582714
transit,124.7,36.819110465744586
transit,124.7,36.81015068837438
transit,124.7,36.80119089747332
transit,124.7,36.79223109304264
transit,124.7,36.78327127508353
transit,124.7,36.77431144359723
transit,124.7,36.76535159858497
transit,124.7,36.75639174004794
transit,124.7,36.74743186798739
transit,124.7,36.73847198240453
transit,124.7,36.72951208330061
transit,124.7,36.72055217067684
transit,124.7,36.71159224453446
transit,124.7,36.70263230487467
transit,124.7,36.693672351698744
transit,124.7,36.68471238500789
transit,124.7,36.675752404803355
transit,124.7,36.66679241108636
transit,124.7,36.65783240385816
transit,124.7,36.64887238311998
transit,124.7,36.63991234887306
transit,124.7,36.63095230111865
transit,124.7,36.62199223985799
transit,124.7,36.61303216509232
transit,124.7,36.60407207682289
transit,124.7,36.59511197505095
transit,124.7,36.58615185977773
transit,124.7,36.57719173100449
transit,124.7,36.568231588732495
transit,124.7,36.55927143296297
transit,124.7,36.55031126369719
transit,124.7,36.5413510809364
transit,124.7,36.53239088468187
transit,124.7,36.52343067493482
transit,124.7,36.51447045169656
transit,124.7,36.5055102149683
transit,124.7,36.49654996475134
transit,124.7,36.48758970104692
transit,124.7,36.47862942385631
transit,124.7,36.46966913318079
transit,124.7,36.46070882902159
transit,124.7,36.45174851138001
transit,124.7,36.442788180257324
transit,124.7,36.43382783565477
transit,124.7,36.42486747757365
transit,124.7,36.41590710601522
transit,124.7,36.406946720980756
transit,124.7,36.39798632247154
transit,124.7,36.389025910488854
transit,124.7,36.38006548503396
transit,124.7,36.371105046108156
transit,124.7,36.362144593712706
transit,124.7,36.3531841278489
transit,124.7,36.344223648518025
transit,124.7,36.33526315572137
transit,124.7,36.32630264946022
transit,124.7,36.317342129735835
transit,124.7,36.30838159654954
transit,124.7,36.299421049902605
transit,124.7,36.29046048979634
transit,124.7,36.28149991623202
transit,124.7,36.27253932921095
transit,124.7,36.26357872873442
transit,124.7,36.25461811480373
transit,124.7,36.24565748742018
transit,124.7,36.23669684658507
transit,124.7,36.22773619229969
transit,124.7,36.218775524565366
transit,124.7,36.20981484338337
transit,124.7,36.20085414875503
transit,124.7,36.191893440681646
transit,124.7,36.18293271916453
transit,124.7,36.173971984204975
transit,124.7,36.165011235804315
transit,124.7,36.156050473963845
transit,124.7,36.14708969868489
transit,124.7,36.13812890996875
transit,124.7,36.12916810781674
transit,124.7,36.12020729223019
transit,124.7,36.11124646321043
transit,124.7,36.10228562075874
transit,124.7,36.09332476487647
transit,124.7,36.08436389556494
transit,124.7,36.07540301282546
transit,124.7,36.06644211665937
transit,124.7,36.057481207067994
transit,124.7,36.04852028405265
transit,124.7,36.03955934761468
transit,124.7,36.03059839775539
transit,124.7,36.02163743447614
transit,124.7,36.012676457778255
transit,124.7,36.003715467663056
transit,124.7,35.99475446413189
transit,124.7,35.98579344718609
transit,124.7,35.976832416827
transit,124.7,35.96787137305596
transit,124.7,35.9589103158743
transit,124.7,35.94994924528336
transit,124.7,35.9409881612845
transit,124.7,35.93202706387906
transit,124.7,35.923065953068374
transit,124.7,35.9141048288538
transit,124.7,35.90514369123669
transit,124.7,35.89618254021839
transit,124.7,35.88722137580024
transit,124.7,35.8782601979836
transit,124.7,35.86929900676983
transit,124.7,35.86033780216028
transit,124.7,35.85137658415631
transit,124.7,35.84241535275928
transit,124.7,35.833454107970546
transit,124.7,35.82449284979147
transit,124.7,35.8155315782234
transit,124.7,35.80657029326772
transit,124.7,35.79760899492579
transit,124.7,35.78864768319896
transit,124.7,35.77968635808861
transit,124.7,35.770725019596114
transit,124.7,35.76176366772283
transit,124.7,35.75280230247014
transit,124.7,35.74384092383941
transit,124.7,35.734879531832
transit,124.7,35.72591812644932
transit,124.7,35.71695670769272
transit,124.7,35.70799527556357
transit,124.7,35.699033830063286
transit,124.7,35.6900723711932
transit,124.7,35.68111089895474
transit,124.7,35.67214941334926
transit,124.7,35.66318791437815
transit,124.7,35.6542264020428
transit,124.7,35.6452648763446
transit,124.7,35.63630333728493
transit,124.7,35.62734178486517
transit,124.7,35.61838021908674
transit,124.7,35.60941863995101
transit,124.7,35.600457047459386
transit,124.7,35.59149544161325
transit,124.7,35.58253382241401
transit,124.7,35.57357218986305
transit,124.7,35.56461054396177
transit,124.7,35.555648884711594
transit,124.7,35.5466872121139
transit,124.7,35.53772552617009
transit,124.7,35.528763826881594
transit,124.7,35.51980211424979
transit,124.7,35.51084038827609
transit,124.7,35.50187864896191
transit,124.7,35.49291689630865
transit,124.7,35.483955130317725
transit,124.7,35.47499335099055
transit,124.7,35.46603155832854
transit,124.7,35.4570697523331
transit,124.7,35.448107933005666
transit,124.7,35.43914610034762
transit,124.7,35.43018425436041
transit,124.7,35.421222395045454
transit,124.7,35.41226052240416
transit,124.7,35.40329863643796
transit,124.7,35.39433673714828
transit,124.7,35.385374824536534
transit,124.7,35.37641289860415
transit,124.7,35.36745095935257
transit,124.7,35.3584890067832
transit,124.7,35.349527040897485
transit,124.7,35.34056506169687
transit,124.7,35.33160306918277
transit,124.7,35.32264106335661
transit,124.7,35.313679044219846
transit,124.7,35.304717011773924
transit,124.7,35.29575496602024
transit,124.7,35.28679290696027
transit,124.7,35.27783083459545
transit,124.7,35.26886874892721
transit,124.7,35.259906649957
transit,124.7,35.25094453768627
transit,124.7,35.24198241211646
transit,124.7,35.23302027324902
transit,124.7,35.22405812108539
transit,124.7,35.21509595562703
transit,124.7,35.20613377687539
transit,124.7,35.19717158483192
transit,124.7,35.18820937949809
transit,124.7,35.17924716087532
transit,124.7,35.1702849289651
transit,124.7,35.161322683768866
transit,124.7,35.152360425288094
transit,124.7,35.143398153524245
transit,124.7,35.13443586847877
transit,124.7,35.12547357015313
transit,124.7,35.11651125854879
transit,124.7,35.10754893366723
transit,124.7,35.09858659550991
transit,124.7,35.089624244078294
transit,124.7,35.08066187937385
transit,124.7,35.07169950139806
transit,124.7,35.06273711015239
transit,124.7,35.053774705638304
transit,124.7,35.04481228785729
transit,124.7,35.035849856810835
transit,124.7,35.026887412500386
transit,124.7,35.017924954927445
transit,124.7,35.00896248409349
WP3,124.7,35.0
transit,124.7,35.00896248409349
transit,124.7,35.017924954927445
transit,124.7,35.026887412500386
transit,124.7,35.035849856810835
transit,124.7,35.04481228785729
transit,124.7,35.053774705638304
transit,124.7,35.06273711015238
transit,124.7,35.07169950139806
transit,124.7,35.08066187937385
transit,124.7,35.0896242440783
transit,124.7,35.09858659550991
transit,124.7,35.10754893366723
transit,124.7,35.11651125854879
transit,124.7,35.125473570153126
transit,124.7,35.13443586847877
transit,124.7,35.143398153524245
transit,124.7,35.152360425288094
transit,124.7,35.161322683768866
transit,124.7,35.170284928965096
transit,124.7,35.17924716087532
transit,124.7,35.18820937949809
transit,124.7,35.19717158483192
transit,124.7,35.20613377687539
transit,124.7,35.215095955627035
transit,124.7,35.224058121085385
transit,124.7,35.23302027324901
transit,124.7,35.24198241211646
transit,124.7,35.25094453768627
transit,124.7,35.25990664995701
transit,124.7,35.26886874892721
transit,124.7,35.277830834595456
transit,124.7,35.28679290696028
transit,124.7,35.29575496602025
transit,124.7,35.30471701177392
transit,124.7,35.31367904421986
transit,124.7,35.32264106335662
transit,124.7,35.33160306918277
transit,124.7,35.340565061696864
transit,124.7,35.34952704089749
transit,124.7,35.3584890067832
transit,124.7,35.36745095935257
transit,124.7,35.376412898604144
transit,124.7,35.385374824536534
transit,124.7,35.39433673714827
transit,124.7,35.40329863643796
transit,124.7,35.41226052240416
transit,124.7,35.421222395045454
transit,124.7,35.43018425436042
transit,124.7,35.43914610034762
transit,124.7,35.448107933005666
transit,124.7,35.45706975233311
transit,124.7,35.466031558328545
transit,124.7,35.47499335099055
transit,124.7,35.483955130317725
transit,124.7,35.49291689630864
transit,124.7,35.50187864896191
transit,124.7,35.51084038827609
transit,124.7,35.51980211424979
transit,124.7,35.52876382688159
transit,124.7,35.5377255261701
transit,124.7,35.5466872121139
transit,124.7,35.55564888471159
transit,124.7,35.56461054396177
transit,124.7,35.57357218986304
transit,124.7,35.58253382241401
transit,124.7,35.59149544161325
transit,124.7,35.60045704745938
transit,124.7,35.60941863995101
transit,124.7,35.61838021908673
transit,124.7,35.62734178486517
transit,124.7,35.63630333728493
transit,124.7,35.6452648763446
transit,124.7,35.6542264020428
transit,124.7,35.66318791437815
transit,124.7,35.67214941334926
transit,124.7,35.681110898954735
transit,124.7,35.6900723711932
transit,124.7,35.69903383006328
transit,124.7,35.70799527556357
transit,124.7,35.71695670769272
transit,124.7,35.72591812644932
transit,124.7,35.734879531832
transit,124.7,35.74384092383941
transit,124.7,35.75280230247014
transit,124.7,35.76176366772283
transit,124.7,35.770725019596114
transit,124.7,35.77968635808862
transit,124.7,35.78864768319896
transit,124.7,35.79760899492579
transit,124.7,35.806570293267725
transit,124.7,35.8155315782234
transit,124.7,35.82449284979147
transit,124.7,35.833454107970546
transit,124.7,35.84241535275928
transit,124.7,35.85137658415631
transit,124.7,35.86033780216028
transit,124.7,35.86929900676983
transit,124.7,35.8782601979836
transit,124.7,35.887221375800245
transit,124.7,35.89618254021839
transit,124.7,35.90514369123669
transit,124.7,35.91410482885381
transit,124.7,35.923065953068374
transit,124.7,35.93202706387906
transit,124.7,35.9409881612845
transit,124.7,35.94994924528336
transit,124.7,35.9589103158743
transit,124.7,35.96787137305596
transit,124.7,35.976832416827
transit,124.7,35.98579344718609
transit,124.7,35.99475446413188
transit,124.7,36.003715467663056
transit,124.7,36.01267645777825
transit,124.7,36.02163743447614
transit,124.7,36.03059839775539
transit,124.7,36.03955934761467
transit,124.7,36.04852028405264
transit,124.7,36.057481207067994
transit,124.7,36.06644211665938
transit,124.7,36.07540301282546
transit,124.7,36.08436389556495
transit,124.7,36.09332476487647
transit,124.7,36.102285620758735
transit,124.7,36.11124646321043
transit,124.7,36.12020729223019
transit,124.7,36.12916810781674
transit,124.7,36.13812890996875
transit,124.7,36.14708969868489
transit,124.7,36.156050473963845
transit,124.7,36.165011235804315
transit,124.7,36.17397198420498
transit,124.7,36.18293271916453
transit,124.7,36.19189344068165
transit,124.7,36.200854148755035
transit,124.7,36.20981484338337
transit,124.7,36.21877552456536
transit,124.7,36.227736192299695
transit,124.7,36.23669684658507
transit,124.7,36.24565748742018
transit,124.7,36.25461811480373
transit,124.7,36.26357872873443
transit,124.7,36.27253932921095
transit,124.7,36.281499916232015
transit,124.7,36.29046048979634
transit,124.7,36.29942104990261
transit,124.7,36.30838159654954
transit,124.7,36.31734212973584
transit,124.7,36.3263026494602
transit,124.7,36.33526315572137
transit,124.7,36.34422364851803
transit,124.7,36.3531841278489
transit,124.7,36.36214459371271
transit,124.7,36.371105046108156
transit,124.7,36.38006548503396
transit,124.7,36.38902591048885
transit,124.7,36.39798632247154
transit,124.7,36.406946720980756
transit,124.7,36.41590710601522
transit,124.7,36.42486747757365
transit,124.7,36.433827835654775
transit,124.7,36.44278818025732
transit,124.7,36.45174851138002
transit,124.7,36.4607088290216
transit,124.7,36.46966913318078
transit,124.7,36.47862942385631
transit,124.7,36.48758970104692
transit,124.7,36.496549964751345
transit,124.7,36.50551021496831
transit,124.7,36.51447045169656
transit,124.7,36.523430674934836
transit,124.7,36.53239088468187
transit,124.7,36.5413510809364
transit,124.7,36.55031126369719
transit,124.7,36.559271432962966
transit,124.7,36.56823158873249
transit,124.7,36.5771917310045
transit,124.7,36.58615185977772
transit,124.7,36.59511197505095
transit,124.7,36.60407207682289
transit,124.7,36.61303216509232
transit,124.7,36.62199223985798
transit,124.7,36.63095230111865
transit,124.7,36.63991234887306
transit,124.7,36.64887238311998
transit,124.7,36.65783240385816
transit,124.7,36.666792411086355
transit,124.7,36.675752404803355
transit,124.7,36.68471238500789
transit,124.7,36.69367235169875
transit,124.7,36.70263230487467
transit,124.7,36.71159224453445
transit,124.7,36.72055217067685
transit,124.7,36.72951208330062
transit,124.7,36.73847198240453
transit,124.7,36.74743186798739
transit,124.7,36.75639174004794
transit,124.7,36.765351598584964
transit,124.7,36.774311443597234
transit,124.7,36.78327127508353
transit,124.7,36.79223109304264
transit,124.7,36.80119089747332
transit,124.7,36.81015068837438
transit,124.7,36.81911046574458
transit,124.7,36.82807022958272
transit,124.7,36.83702997988758
transit,124.7,36.84598971665795
transit,124.7,36.8549494398926
transit,124.7,36.86390914959034
transit,124.7,36.872868845749956
transit,124.7,36.881828528370235
transit,124.7,36.89078819744997
transit,124.7,36.899747852987964
transit,124.7,36.90870749498301
transit,124.7,36.9176671234339
transit,124.7,36.92662673833944
transit,124.7,36.935586339698425
transit,124.7,36.94454592750965
transit,124.7,36.95350550177193
transit,124.7,36.96246506248406
transit,124.7,36.971424609644856
transit,124.7,36.980384143253126
transit,124.7,36.98934366330766
transit,124.7,36.998303169807265
transit,124.7,37.007262662750776
transit,124.7,37.01622214213701
transit,124.7,37.02518160796475
transit,124.7,37.03414106023281
transit,124.7,37.04310049894004
transit,124.7,37.052059924085235
transit,124.7,37.06101933566722
transit,124.7,37.0699787336848
transit,124.7,37.07893811813681
transit,124.7,37.08789748902208
transit,124.7,37.09685684633942
transit,124.7,37.105816190087666
transit,124.7,37.11477552026564
