city,utc_adjust
bangkok,7
waypoint,lon,lat
transit,100.2586740780304,13.758123399579667
transit,100.26334845205756,13.765579676009509
transit,100.26802312226344,13.773035859231898
transit,100.27269808883001,13.780491949189194
transit,100.27737335193929,13.78794794582375
transit,100.28204891177329,13.795403849077895
transit,100.28672476851409,13.80285965889396
transit,100.29140092234381,13.810315375214255
transit,100.2960773734446,13.81777099798109
transit,100.30075412199864,13.825226527136744
transit,100.30543116818812,13.832681962623504
transit,100.31010851219531,13.840137304383626
transit,100.31478615420248,13.847592552359382
transit,100.31946409439196,13.855047706493
transit,100.3241423329461,13.862502766726717
transit,100.32882087004727,13.869957733002755
transit,100.33349970587791,13.877412605263316
transit,100.33817884062047,13.884867383450601
transit,100.34285827445746,13.892322067506793
transit,100.34753800757137,13.89977665737406
transit,100.35221804014478,13.907231152994562
transit,100.35689837236029,13.914685554310452
transit,100.36157900440053,13.92213986126387
transit,100.36625993644816,13.929594073796933
transit,100.37094116868589,13.93704819185176
transit,100.37562270129644,13.944502215370443
transit,100.3803045344626,13.951956144295085
transit,100.38498666836715,13.959409978567747
transit,100.38966910319296,13.966863718130504
transit,100.39435183912289,13.974317362925413
transit,100.39903487633985,13.981770912894506
transit,100.4037182150268,13.989224367979812
transit,100.4084018553667,13.996677728123364
transit,100.41308579754259,14.004130993267152
transit,100.4177700417375,14.011584163353172
transit,100.42245458813453,14.01903723832341
transit,100.42713943691679,14.026490218119836
transit,100.43182458826746,14.033943102684404
transit,100.4365100423697,14.04139589195906
transit,100.44119579940677,14.04884858588574
transit,100.44588185956191,14.056301184406367
transit,100.45056822301844,14.063753687462848
transit,100.45525488995966,14.071206094997075
transit,100.45994186056897,14.078658406950948
transit,100.46462913502977,14.086110623266327
transit,100.46931671352549,14.09356274388508
transit,100.4740045962396,14.101014768749055
transit,100.47869278335563,14.10846669780009
transit,100.48338127505711,14.11591853098001
transit,100.48807007152764,14.123370268230632
transit,100.49275917295083,14.13082190949375
transit,100.4974485795103,14.138273454711156
transit,100.5021382913898,14.145724903824627
transit,100.50682830877301,14.15317625677593
transit,100.5115186318437,14.16062751350682
transit,100.51620926078567,14.168078673959027
transit,100.52090019578274,14.175529738074289
transit,100.52559143701879,14.182980705794318
transit,100.53028298467773,14.190431577060822
transit,100.53497483894346,14.197882351815487
WP7,100.539667,14.20533303
transit,100.54797860533483,14.204279516957863
transit,100.55629013377941,14.203225715194685
transit,100.56460158531932,14.202171624735378
transit,100.57291295994017,14.201117245604847
transit,100.58122425762754,14.20006257782802
transit,100.58953547836708,14.199007621429818
transit,100.5978466221444,14.197952376435179
transit,100.60615768894513,14.196896842869032
transit,100.61446867875489,14.195841020756331
transit,100.62277959155935,14.19478491012202
transit,100.63109042734415,14.193728510991058
transit,100.63940118609494,14.192671823388402
transit,100.6477118677974,14.19161484733902
transit,100.65602247243719,14.190557582867896
WP8,100.664333,14.18950003
transit,100.66664363112469,14.181428781010574
transit,100.66895409878745,14.173357504322949
transit,100.67126440309633,14.165286199954679
transit,100.6735745441593,14.15721486792332
transit,100.6758845220843,14.149143508246421
transit,100.67819433697926,14.141072120941542
transit,100.68050398895208,14.133000706026225
transit,100.68281347811065,14.124929263518016
transit,100.6851228045628,14.11685779343445
transit,100.68743196841635,14.108786295793069
transit,100.68974096977908,14.100714770611404
transit,100.6920498087588,14.092643217906986
transit,100.6943584854632,14.084571637697344
WP9,100.696667,14.07650003
transit,100.69257331716587,14.069046258352722
transit,100.68847989956993,14.061592412710672
transit,100.68438674705119,14.054138493118721
transit,100.68029385944872,14.046684499621724
transit,100.67620123660159,14.03923043226454
transit,100.67210887834894,14.031776291092006
transit,100.66801678452988,14.02432207614896
transit,100.66392495498363,14.016867787480221
transit,100.65983338954939,14.009413425130608
transit,100.65574208806642,14.001958989144919
transit,100.65165105037399,13.994504479567963
transit,100.64756027631141,13.98704989644452
transit,100.64346976571804,13.97959523981937
transit,100.63937951843324,13.972140509737278
transit,100.63528953429643,13.964685706243007
transit,100.63119981314708,13.95723082938131
transit,100.62711035482462,13.949775879196922
transit,100.62302115916859,13.942320855734582
transit,100.61893222601852,13.93486575903901
transit,100.614843555214,13.92741058915492
transit,100.6107551465946,13.919955346127017
Don_Mueang,100.606667,13.91250003
transit,100.6049446025679,13.90816671035839
transit,100.60322226924221,13.903833377023446
WP11,100.6015,13.89950003
transit,100.59301296559651,13.901765024837376
transit,100.5845257661695,13.904029724192878
transit,100.5760384017093,13.906294128010886
transit,100.56755087220628,13.908558236235775
transit,100.55906317765078,13.910822048811921
transit,100.55057531803321,13.913085565683714
transit,100.54208729334393,13.915348786795532
transit,100.53359910357337,13.91761171209177
transit,100.52511074871194,13.919874341516824
transit,100.51662222875008,13.922136675015082
transit,100.50813354367824,13.924398712530953
transit,100.4996446934869,13.926660454008832
transit,100.49115567816652,13.928921899393133
transit,100.48266649770757,13.931183048628265
transit,100.47417715210061,13.933443901658633
transit,100.4656876413361,13.935704458428669
transit,100.45719796540463,13.937964718882776
transit,100.4487081242967,13.940224682965392
transit,100.4402181180029,13.942484350620933
transit,100.4317279465138,13.944743721793836
transit,100.42323760981999,13.947002796428533
transit,100.41474710791208,13.94926157446946
transit,100.40625644078068,13.951520055861057
transit,100.3977656084164,13.953778240547772
transit,100.38927461080993,13.956036128474047
transit,100.38078344795191,13.958293719584336
transit,100.37229211983302,13.960551013823093
transit,100.36380062644393,13.962808011134772
transit,100.35530896777537,13.965064711463835
transit,100.34681714381804,13.967321114754752
transit,100.33832515456265,13.969577220951981
WP12,100.329833,13.97183303
transit,100.32881180554787,13.980590646029246
transit,100.3277905338607,13.989348251459255
transit,100.32676918488234,13.998105846283291
transit,100.32574775855662,14.00686343049461
transit,100.32472625482737,14.01562100408648
transit,100.32370467363837,14.024378567052155
transit,100.32268301493345,14.033136119384896
transit,100.32166127865634,14.04189366107797
transit,100.32063946475083,14.050651192124619
transit,100.31961757316064,14.05940871251812
transit,100.31859560382952,14.068166222251723
transit,100.31757355670116,14.076923721318687
transit,100.31655143171928,14.085681209712273
transit,100.31552922882751,14.094438687425734
transit,100.31450694796958,14.103196154452334
transit,100.31348458908909,14.11195361078533
transit,100.3124621521297,14.12071105641797
transit,100.31143963703501,14.129468491343523
transit,100.31041704374863,14.13822591555524
transit,100.30939437221413,14.146983329046378
transit,100.3083716223751,14.155740731810196
transit,100.3073487941751,14.164498123839945
transit,100.30632588755765,14.173255505128882
transit,100.30530290246627,14.182012875670265
transit,100.30427983884448,14.190770235457352
transit,100.30325669663576,14.199527584483393
transit,100.3022334757836,14.208284922741642
transit,100.30121017623144,14.217042250225358
transit,100.30018679792275,14.22579956692779
transit,100.29916334080092,14.234556872842198
transit,100.2981398048094,14.243314167961831
transit,100.29711618989155,14.252071452279944
transit,100.29609249599079,14.260828725789787
transit,100.29506872305045,14.269585988484623
transit,100.2940448710139,14.278343240357696
transit,100.29302093982444,14.287100481402256
transit,100.29199692942542,14.295857711611566
transit,100.29097283976014,14.304614930978866
transit,100.28994867077186,14.313372139497416
transit,100.28892442240387,14.322129337160467
transit,100.28790009459941,14.330886523961267
transit,100.28687568730172,14.339643699893067
transit,100.285851200454,14.348400864949117
transit,100.2848266339995,14.357158019122675
transit,100.28380198788138,14.36591516240698
transit,100.2827772620428,14.374672294795284
transit,100.28175245642693,14.383429416280846
transit,100.28072757097691,14.392186526856905
transit,100.27970260563586,14.40094362651672
transit,100.2786775603469,14.409700715253525
transit,100.2776524350531,14.418457793060584
transit,100.27662722969755,14.427214859931134
transit,100.27560194422331,14.435971915858435
transit,100.27457657857342,14.444728960835716
transit,100.2735511326909,14.453485994856248
transit,100.27252560651876,14.462243017913258
WP13,100.2715,14.47100003
transit,100.27028576553123,14.47940988010593
transit,100.26907143958948,14.487819717938384
transit,100.26785702211254,14.496229543489912
transit,100.26664251303806,14.504639356753085
transit,100.26542791230379,14.513049157720461
transit,100.26421321984739,14.5214589463846
transit,100.2629984356065,14.529868722738058
transit,100.26178355951882,14.5382784867734
transit,100.26056859152192,14.546688238483181
transit,100.25935353155344,14.555097977859953
transit,100.25813837955097,14.563507704896278
transit,100.25692313545208,14.571917419584713
transit,100.25570779919435,14.580327121917808
transit,100.25449237071531,14.588736811888127
transit,100.25327684995248,14.597146489488223
transit,100.25206123684337,14.605556154710639
transit,100.2508455313255,14.61396580754794
transit,100.24962973333629,14.62237544799267
transit,100.24841384281325,14.63078507603739
transit,100.24719785969378,14.639194691674637
transit,100.24598178391534,14.647604294896974
transit,100.2447656154153,14.656013885696952
transit,100.24354935413106,14.66442346406711
WP14,100.242333,14.67283303
transit,100.24311000160544,14.681240550739027
transit,100.24388706258217,14.689648062801169
transit,100.24466418297027,14.698055566181523
transit,100.24544136280976,14.706463060875166
transit,100.2462186021407,14.714870546877188
transit,100.2469959010032,14.72327802418268
transit,100.24777325943734,14.731685492786731
transit,100.24855067748321,14.740092952684423
transit,100.24932815518093,14.74850040387085
transit,100.25010569257061,14.756907846341091
transit,100.25088328969241,14.765315280090242
transit,100.25166094658644,14.773722705113395
transit,100.25243866329289,14.782130121405624
transit,100.25321643985191,14.790537528962025
transit,100.25399427630369,14.798944927777688
transit,100.25477217268839,14.8073523178477
transit,100.25555012904624,14.815759699167144
transit,100.25632814541746,14.82416707173111
transit,100.25710622184225,14.832574435534687
transit,100.25788435836085,14.840981790572968
transit,100.25866255501352,14.849389136841044
transit,100.2594408118405,14.857796474333993
transit,100.26021912888207,14.866203803046906
transit,100.26099750617851,14.874611122974876
transit,100.2617759437701,14.883018434112985
transit,100.26255444169716,14.89142573645633
WP15,100.263333,14.89983303
transit,100.2605075745843,14.908345431356354
transit,100.25768192704201,14.916857791535385
transit,100.25485605722392,14.925370110510332
transit,100.2520299649807,14.933882388254435
transit,100.24920365016303,14.94239462474092
transit,100.2463771126215,14.950906819943018
transit,100.24355035220671,14.95941897383393
transit,100.2407233687692,14.96793108638689
transit,100.23789616215946,14.976443157575085
transit,100.23506873222796,14.984955187371733
transit,100.23224107882508,14.993467175750014
transit,100.22941320180125,15.00197912268312
transit,100.22658510100676,15.010491028144228
transit,100.22375677629192,15.019002892106526
transit,100.22092822750699,15.027514714543175
transit,100.21809945450217,15.036026495427338
transit,100.21527045712762,15.044538234732185
transit,100.2124412352335,15.05304993243085
transit,100.20961178866987,15.06156158849649
transit,100.20678211728679,15.070073202902252
transit,100.20395222093428,15.078584775621255
transit,100.2011220994623,15.087096306626636
transit,100.19829175272075,15.095607795891516
transit,100.19546118055953,15.10411924338901
transit,100.19263038282848,15.112630649092225
transit,100.18979935937742,15.121142012974268
transit,100.18696811005609,15.129653335008243
transit,100.18413663471419,15.138164615167227
transit,100.18130493320145,15.14667585342432
transit,100.17847300536745,15.155187049752593
transit,100.17564085106181,15.163698204125124
transit,100.1728084701341,15.17220931651498
transit,100.1699758624338,15.180720386895214
transit,100.1671430278104,15.189231415238897
transit,100.16430996611331,15.19774240151907
transit,100.16147667719193,15.206253345708776
transit,100.1586431608956,15.214764247781055
transit,100.15580941707363,15.223275107708933
transit,100.15297544557528,15.231785925465438
transit,100.15014124624976,15.240296701023588
transit,100.14730681894626,15.248807434356399
transit,100.14447216351392,15.257318125436877
transit,100.14163727980183,15.265828774238017
transit,100.13880216765904,15.274339380732819
transit,100.13596682693456,15.28284994489427
transit,100.13313125747737,15.29136046669535
transit,100.13029545913639,15.299870946109039
transit,100.1274594317605,15.3083813831083
transit,100.12462317519855,15.316891777666104
transit,100.12178668929936,15.325402129755407
transit,100.11894997391165,15.333912439349154
transit,100.11611302888417,15.342422706420294
transit,100.11327585406559,15.350932930941775
transit,100.11043844930454,15.359443112886515
transit,100.1076008144496,15.367953252227453
transit,100.10476294934934,15.376463348937506
transit,100.10192485385225,15.384973402989578
transit,100.0990865278068,15.393483414356592
transit,100.09624797106142,15.401993383011444
transit,100.09340918346449,15.410503308927018
transit,100.09057016486433,15.419013192076227
transit,100.08773091510925,15.427523032431937
transit,100.0848914340475,15.436032829967035
transit,100.0820517215273,15.444542584654382
transit,100.07921177739681,15.453052296466845
transit,100.07637160150414,15.461561965377287
transit,100.07353119369739,15.470071591358556
transit,100.0706905538246,15.478581174383507
transit,100.06784968173378,15.487090714424962
transit,100.06500857727286,15.495600211455773
transit,100.06216724028977,15.504109665448754
transit,100.05932567063238,15.512619076376728
transit,100.05648386814849,15.521128444212515
transit,100.05364183268593,15.529637768928922
transit,100.0507995640924,15.538147050498749
transit,100.04795706221563,15.54665628889479
transit,100.04511432690325,15.555165484089837
transit,100.04227135800289,15.563674636056673
transit,100.03942815536212,15.572183744768074
transit,100.03658471882846,15.580692810196817
transit,100.0337410482494,15.589201832315656
transit,100.03089714347237,15.597710811097349
transit,100.02805300434478,15.60621974651465
transit,100.02520863071399,15.614728638540315
transit,100.02236402242731,15.623237487147067
transit,100.019519179332,15.631746292307646
transit,100.01667410127527,15.640255053994785
transit,100.01382878810433,15.64876377218119
transit,100.01098323966632,15.657272446839583
transit,100.00813745580832,15.665781077942668
transit,100.00529143637739,15.674289665463148
transit,100.00244518122054,15.682798209373718
transit,99.99959869018473,15.691306709647064
transit,99.99675196311688,15.699815166255869
transit,99.99390499986389,15.708323579172806
transit,99.99105780027257,15.71683194837055
transit,99.98821036418973,15.725340273821754
transit,99.9853626914621,15.733848555499081
transit,99.98251478193642,15.74235679337518
transit,99.97966663545931,15.750864987422695
transit,99.97681825187742,15.75937313761426
transit,99.97396963103729,15.767881243922508
transit,99.9711207727855,15.77638930632006
transit,99.96827167696848,15.78489732477954
transit,99.96542234343272,15.793405299273555
transit,99.96257277202459,15.80191322977471
transit,99.95972296259045,15.810421116255604
transit,99.95687291497663,15.818928958688828
transit,99.95402262902938,15.827436757046963
transit,99.95117210459492,15.835944511302595
transit,99.94832134151945,15.844452221428298
transit,99.94547033964908,15.852959887396633
transit,99.94261909882992,15.861467509180162
transit,99.93976761890802,15.869975086751435
transit,99.93691589972937,15.878482620083002
transit,99.93406394113994,15.886990109147405
transit,99.93121174298564,15.895497553917169
transit,99.92835930511232,15.904004954364835
transit,99.92550662736586,15.912512310462906
transit,99.922653709592,15.921019622183918
transit,99.91980055163648,15.929526889500362
transit,99.916947153345,15.938034112384738
transit,99.91409351456323,15.946541290809549
transit,99.91123963513675,15.955048424747282
transit,99.90838551491115,15.963555514170414
transit,99.9055311537319,15.97206255905143
transit,99.9026765514445,15.980569559362786
transit,99.89982170789438,15.989076515076952
transit,99.89696662292691,15.997583426166381
transit,99.89411129638745,16.006090292603517
transit,99.89125572812127,16.01459711436081
transit,99.88839991797363,16.023103891410695
transit,99.88554386578973,16.031610623725594
transit,99.88268757141473,16.040117311277942
transit,99.87983103469377,16.04862395404014
transit,99.87697425547186,16.05713055198461
transit,99.87411723359409,16.06563710508374
transit,99.8712599689054,16.074143613309943
transit,99.86840246125075,16.082650076635602
transit,99.865544710475,16.09115649503309
transit,99.86268671642303,16.099662868474805
transit,99.85982847893962,16.10816919693309
transit,99.85696999786954,16.116675480380334
transit,99.85411127305748,16.125181718788873
transit,99.85125230434812,16.133687912131073
transit,99.84839309158608,16.14219406037926
transit,99.84553363461592,16.15070016350579
transit,99.8426739332822,16.159206221482975
transit,99.83981398742937,16.167712234283144
transit,99.8369537969019,16.176218201878623
transit,99.83409336154416,16.18472412424171
transit,99.83123268120052,16.193230001344716
transit,99.82837175571527,16.20173583315993
transit,99.82551058493267,16.21024161965965
transit,99.82264916869694,16.218747360816156
transit,99.81978750685224,16.227253056601718
transit,99.8169255992427,16.235758706988612
transit,99.81406344571238,16.244264311949102
transit,99.81120104610532,16.252769871455445
transit,99.80833840026553,16.261275385479884
transit,99.8054755080369,16.269780853994675
transit,99.80261236926336,16.27828627697203
transit,99.79974898378875,16.286791654384206
transit,99.79688535145687,16.295296986203407
transit,99.79402147211148,16.303802272401857
transit,99.79115734559629,16.312307512951765
transit,99.78829297175496,16.320812707825333
transit,99.78542835043112,16.329317856994752
transit,99.78256348146833,16.337822960432216
transit,99.77969836471013,16.346328018109904
WP16,99.776833,16.35483303
transit,99.77618023461284,16.36352772012392
transit,99.77552741141027,16.372222401058075
transit,99.77487453035477,16.380917072797786
transit,99.77422159140875,16.389611735338356
transit,99.77356859453462,16.398306388675113
transit,99.77291553969484,16.407001032803365
transit,99.77226242685175,16.41569566771843
transit,99.77160925596779,16.42439029341563
transit,99.7709560270053,16.433084909890265
transit,99.77030273992665,16.441779517137665
transit,99.7696493946942,16.45047411515314
transit,99.76899599127029,16.459168703932004
transit,99.76834252961723,16.467863283469587
transit,99.76768900969735,16.476557853761186
transit,99.76703543147296,16.485252414802133
transit,99.76638179490634,16.493946966587743
transit,99.76572809995977,16.50264150911333
transit,99.76507434659551,16.511336042374218
transit,99.76442053477584,16.520030566365715
transit,99.76376666446298,16.528725081083156
transit,99.76311273561917,16.537419586521843
transit,99.76245874820663,16.5461140826771
transit,99.76180470218756,16.554808569544257
transit,99.76115059752416,16.563503047118626
transit,99.76049643417862,16.572197515395523
transit,99.7598422121131,16.58089197437027
transit,99.75918793128977,16.589586424038195
transit,99.75853359167077,16.598280864394617
transit,99.75787919321822,16.606975295434843
transit,99.75722473589427,16.615669717154212
transit,99.75657021966101,16.624364129548038
transit,99.75591564448055,16.633058532611642
transit,99.75526101031497,16.64175292634035
transit,99.75460631712635,16.65044731072948
transit,99.75395156487673,16.659141685774355
transit,99.75329675352819,16.667836051470307
transit,99.75264188304276,16.67653040781264
transit,99.75198695338244,16.685224754796693
transit,99.75133196450928,16.693919092417794
transit,99.75067691638525,16.702613420671252
transit,99.75002180897236,16.7113077395524
transit,99.74936664223257,16.72000204905656
transit,99.74871141612785,16.72869634917906
transit,99.74805613062016,16.73739063991522
transit,99.74740078567142,16.746084921260373
transit,99.74674538124357,16.754779193209835
transit,99.74608991729853,16.763473455758938
transit,99.74543439379819,16.772167708903005
transit,99.74477881070446,16.780861952637366
transit,99.7441231679792,16.789556186957345
transit,99.74346746558427,16.798250411858273
transit,99.74281170348154,16.806944627335472
transit,99.74215588163284,16.815638833384273
WP17,99.7415,16.82433303
transit,99.74429190475959,16.832429740308847
transit,99.74708404678597,16.840526406302324
transit,99.7498764262191,16.848623027955263
transit,99.752669043199,16.856719605242482
transit,99.75546189786576,16.8648161381388
transit,99.75825499035943,16.872912626619026
transit,99.7610483208202,16.88100907065797
transit,99.7638418893882,16.889105470230426
transit,99.76663569620369,16.897201825311186
transit,99.76942974140691,16.905298135875043
transit,99.77222402513819,16.913394401896774
transit,99.77501854753783,16.921490623351154
transit,99.77781330874623,16.929586800212952
transit,99.78060830890382,16.93768293245693
transit,99.78340354815106,16.945779020057852
transit,99.78619902662844,16.95387506299046
transit,99.78899474447651,16.961971061229494
transit,99.79179070183586,16.970067014749702
transit,99.79458689884711,16.978162923525804
transit,99.79738333565093,16.986258787532545
transit,99.80018001238801,16.994354606744626
transit,99.8029769291991,17.002450381136764
transit,99.80577408622501,17.01054611068368
transit,99.80857148360654,17.01864179536006
transit,99.81136912148457,17.026737435140607
WP18,99.814167,17.03483303
transit,99.81434040327201,17.043284529361696
transit,99.81451382213099,17.051736021555545
transit,99.81468725658654,17.0601875065784
transit,99.81486070664826,17.068638984427135
transit,99.81503417232577,17.07709045509859
transit,99.81520765362868,17.085541918589627
transit,99.8153811505666,17.093993374897117
transit,99.81555466314913,17.1024448240179
transit,99.81572819138593,17.110896265948856
transit,99.81590173528662,17.119347700686838
transit,99.8160752948608,17.127799128228713
transit,99.8162488701181,17.136250548571326
transit,99.81642246106819,17.14470196171156
transit,99.81659606772067,17.153153367646272
transit,99.8167696900852,17.16160476637232
transit,99.8169433281714,17.17005615788658
transit,99.81711698198895,17.17850754218591
transit,99.81729065154748,17.18695891926717
transit,99.81746433685664,17.195410289127235
transit,99.81763803792609,17.203861651762978
transit,99.81781175476549,17.212313007171257
transit,99.81798548738449,17.220764355348937
transit,99.81815923579278,17.2292156962929
Sukhothai,99.818333,17.23766703
transit,99.8109274024524,17.242972216999036
transit,99.80352138185381,17.248277128540224
transit,99.79611493806348,17.253581764518536
transit,99.78870807094071,17.258886124828933
transit,99.78130078034481,17.26419020936634
transit,99.77389306613506,17.26949401802568
transit,99.76648492817073,17.274797550701866
transit,99.75907636631113,17.280100807289784
transit,99.75166738041557,17.285403787684306
transit,99.74425797034333,17.290706491780302
transit,99.7368481359537,17.296008919472605
transit,99.72943787710594,17.301311070656055
transit,99.72202719365941,17.306612945225467
transit,99.71461608547338,17.31191454307563
transit,99.70720455240713,17.31721586410134
transit,99.69979259431997,17.32251690819735
transit,99.69238021107121,17.327817675258427
transit,99.68496740252013,17.333118165179304
transit,99.67755416852603,17.3384183778547
transit,99.67014050894824,17.343718313179327
transit,99.66272642364599,17.34901797104788
transit,99.65531191247867,17.354317351355018
transit,99.64789697530551,17.359616453995418
transit,99.64048161198585,17.36491527886372
transit,99.63306582237897,17.370213825854556
transit,99.6256496063442,17.37551209486254
transit,99.61823296374082,17.380810085782265
transit,99.61081589442814,17.386107798508327
transit,99.60339839826548,17.391405232935284
transit,99.59598047511213,17.396702388957692
transit,99.5885621248274,17.401999266470092
transit,99.58114334727061,17.407295865367
transit,99.57372414230106,17.41259218554293
transit,99.56630450977806,17.41788822689237
transit,99.5588844495609,17.42318398930979
transit,99.55146396150894,17.42847947268966
transit,99.54404304548144,17.433774676926422
transit,99.53662170133775,17.4390696019145
