city,utc_adjust
Manila,8
waypoint,lon,lat
transit,119.85157880529725,14.447311456488034
transit,119.84369803589775,14.451937022489954
transit,119.83581694062082,14.456562323050072
transit,119.82793551936278,14.461187358069234
transit,119.8200537720199,14.465812127448268
transit,119.8121716984885,14.470436631088013
transit,119.8042892986649,14.475060868889285
transit,119.79640657244542,14.479684840752888
transit,119.78852351972638,14.484308546579626
transit,119.78064014040415,14.488931986270298
transit,119.77275643437507,14.493555159725679
transit,119.76487240153551,14.498178066846538
transit,119.75698804178184,14.502800707533652
transit,119.74910335501042,14.507423081687769
transit,119.74121834111769,14.512045189209637
TP3,119.733333,14.51666703
transit,119.74245511347887,14.516859138136162
transit,119.75157724268301,14.517050891614721
transit,119.76069938758363,14.517242290430186
transit,119.7698215481519,14.517433334577088
transit,119.778943724359,14.517624024049958
transit,119.78806591617612,14.517814358843355
transit,119.79718812357443,14.518004338951831
transit,119.80631034652511,14.518193964369956
transit,119.81543258499933,14.518383235092298
transit,119.82455483896827,14.518572151113457
transit,119.8336771084031,14.518760712428026
transit,119.84279939327499,14.51894891903061
transit,119.8519216935551,14.519136770915836
transit,119.8610440092146,14.519324268078323
transit,119.87016634022466,14.519511410512713
transit,119.87928868655644,14.519698198213655
transit,119.8884110481811,14.519884631175808
transit,119.8975334250698,14.520070709393838
transit,119.90665581719368,14.52025643286243
transit,119.91577822452392,14.520441801576267
transit,119.92490064703168,14.52062681553005
transit,119.93402308468808,14.520811474718489
transit,119.94314553746429,14.520995779136301
transit,119.95226800533146,14.521179728778218
transit,119.96139048826073,14.521363323638978
transit,119.97051298622326,14.521546563713331
transit,119.97963549919015,14.52172944899604
transit,119.9887580271326,14.52191197948187
transit,119.99788057002172,14.522094155165606
transit,120.00700312782864,14.522275976042032
transit,120.01612570052451,14.522457442105951
transit,120.02524828808046,14.522638553352174
transit,120.03437089046764,14.52281930977552
transit,120.04349350765715,14.522999711370826
transit,120.05261613962014,14.523179758132923
transit,120.06173878632774,14.52335945005667
transit,120.07086144775107,14.523538787136921
transit,120.07998412386125,14.523717769368552
transit,120.0891068146294,14.523896396746444
transit,120.09822952002666,14.524074669265486
transit,120.10735224002414,14.524252586920579
transit,120.11647497459296,14.524430149706639
transit,120.12559772370423,14.524607357618583
transit,120.13472048732906,14.524784210651344
transit,120.14384326543858,14.524960708799867
transit,120.15296605800388,14.525136852059099
transit,120.1620888649961,14.525312640424003
transit,120.17121168638631,14.525488073889557
transit,120.18033452214566,14.525663152450734
transit,120.1894573722452,14.525837876102537
transit,120.19858023665608,14.526012244839965
transit,120.20770311534939,14.526186258658022
transit,120.21682600829621,14.526359917551739
transit,120.22594891546765,14.526533221516154
transit,120.23507183683482,14.5267061705463
transit,120.2441947723688,14.526878764637232
transit,120.25331772204069,14.527051003784026
transit,120.26244068582157,14.52722288798174
transit,120.27156366368254,14.527394417225459
transit,120.28068665559469,14.527565591510283
transit,120.2898096615291,14.527736410831311
transit,120.29893268145686,14.527906875183666
transit,120.30805571534906,14.528076984562459
transit,120.31717876317676,14.528246738962837
transit,120.32630182491106,14.528416138379937
transit,120.33542490052302,14.528585182808916
transit,120.34454798998375,14.528753872244932
transit,120.3536710932643,14.52892220668317
transit,120.36279421033575,14.529090186118813
transit,120.37191734116917,14.529257810547046
transit,120.38104048573562,14.529425079963088
transit,120.3901636440062,14.529591994362148
transit,120.39928681595194,14.529758553739445
transit,120.40841000154394,14.529924758090225
transit,120.41753320075324,14.530090607409731
transit,120.42665641355092,14.530256101693213
transit,120.43577963990803,14.530421240935938
transit,120.44490287979563,14.530586025133196
transit,120.4540261331848,14.530750454280257
transit,120.46314940004656,14.53091452837242
transit,120.47227268035199,14.531078247404999
transit,120.48139597407214,14.531241611373302
transit,120.49051928117807,14.531404620272665
transit,120.4996426016408,14.531567274098414
transit,120.50876593543141,14.531729572845906
transit,120.51788928252093,14.53189151651049
transit,120.52701264288042,14.532053105087536
transit,120.53613601648091,14.532214338572425
transit,120.54525940329346,14.532375216960544
transit,120.5543828032891,14.532535740247281
transit,120.56350621643887,14.532695908428057
transit,120.5726296427138,14.532855721498283
transit,120.58175308208494,14.53301517945339
transit,120.59087653452333,14.53317428228881
TP4,120.6,14.53333303
transit,120.60891325177454,14.532211177408374
transit,120.61782641362562,14.531088985787047
transit,120.62673948553424,14.529966455166676
transit,120.6356524674814,14.528843585577919
transit,120.64456535944814,14.527720377051432
transit,120.65347816141545,14.526596829617894
transit,120.66239087336437,14.525472943307976
transit,120.67130349527596,14.524348718152378
transit,120.68021602713127,14.52322415418179
transit,120.68912846891136,14.522099251426917
transit,120.6980408205973,14.520974009918476
transit,120.70695308217019,14.519848429687181
transit,120.71586525361108,14.51872251076377
transit,120.72477733490112,14.517596253178972
transit,120.73368932602139,14.51646965696354
transit,120.74260122695303,14.515342722148226
transit,120.75151303767716,14.514215448763785
transit,120.7604247581749,14.513087836840993
transit,120.76933638842745,14.511959886410628
transit,120.77824792841592,14.510831597503469
transit,120.7871593781215,14.509702970150322
transit,120.79607073752537,14.508574004381979
transit,120.80498200660871,14.507444700229257
transit,120.81389318535273,14.506315057722974
transit,120.82280427373861,14.50518507689395
transit,120.8317152717476,14.504054757773021
transit,120.84062617936091,14.502924100391041
transit,120.84953699655976,14.501793104778846
transit,120.85844772332543,14.500661770967307
transit,120.86735835963914,14.499530098987284
transit,120.87626890548218,14.498398088869656
transit,120.8851793608358,14.497265740645302
transit,120.89408972568133,14.49613305434512
RPLS,120.903,14.49500003
transit,120.91103367798593,14.493834566218396
transit,120.91906727200656,14.492668827652633
transit,120.92710078205005,14.491502814328562
transit,120.93513420810456,14.490336526272037
transit,120.94316755015822,14.489169963508923
transit,120.95120080819922,14.488003126065085
transit,120.95923398221572,14.486836013966391
transit,120.96726707219588,14.485668627238729
transit,120.97530007812792,14.484500965907973
TP5,120.983333,14.48333303
transit,120.98888832080638,14.486111193273727
transit,120.9944437799241,14.488889224610709
transit,120.99999937737775,14.49166712398139
transit,121.00555511319187,14.494444891356213
transit,121.0111109873911,14.497222526705604
TP6,121.016667,14.50000003
transit,121.02291618161927,14.504167242662048
transit,121.02916559692267,14.508334287533266
transit,121.03541524597964,14.512501164557353
transit,121.04166512885968,14.516667873678005
transit,121.04791524563227,14.520834414838916
transit,121.05416559636687,14.525000787983764
transit,121.06041618113295,14.529166993056233
TP7,121.066667,14.53333303
transit,121.07583018072394,14.533882414209392
transit,121.08499340670342,14.534431440154327
transit,121.09415667791092,14.534980107818962
transit,121.10331999431891,14.535528417187455
transit,121.11248335589988,14.536076368243979
transit,121.1216467626263,14.536623960972735
transit,121.13081021447063,14.537171195357901
transit,121.13997371140532,14.537718071383694
transit,121.14913725340284,14.53826458903432
transit,121.15830084043564,14.538810748294011
transit,121.16746447247617,14.539356549147001
transit,121.17662814949685,14.539901991577533
transit,121.18579187147013,14.540447075569869
transit,121.19495563836843,14.540991801108271
transit,121.20411945016417,14.54153616817701
transit,121.2132833068298,14.542080176760381
transit,121.2224472083377,14.542623826842673
transit,121.23161115466029,14.543167118408192
transit,121.24077514576997,14.543710051441261
transit,121.24993918163916,14.544252625926195
transit,121.25910326224022,14.54479484184734
transit,121.26826738754556,14.545336699189036
transit,121.27743155752755,14.545878197935643
transit,121.28659577215859,14.546419338071534
transit,121.29576003141102,14.54696011958107
transit,121.30492433525723,14.547500542448649
transit,121.31408868366958,14.548040606658665
transit,121.32325307662043,14.548580312195526
transit,121.33241751408211,14.549119659043642
transit,121.341581996027,14.549658647187448
transit,121.35074652242741,14.550197276611378
transit,121.3599110932557,14.55073554729988
transit,121.3690757084842,14.551273459237406
transit,121.37824036808523,14.55181101240843
transit,121.3874050720311,14.552348206797427
transit,121.39656982029415,14.552885042388887
transit,121.40573461284667,14.553421519167301
transit,121.414899449661,14.553957637117183
transit,121.42406433070938,14.554493396223052
transit,121.43322925596416,14.555028796469427
transit,121.44239422539762,14.555563837840852
transit,121.45155923898204,14.556098520321877
transit,121.46072429668969,14.556632843897054
transit,121.46988939849287,14.557166808550955
transit,121.47905454436382,14.557700414268163
transit,121.48821973427482,14.558233661033256
transit,121.49738496819815,14.558766548830839
transit,121.50655024610603,14.559299077645516
transit,121.51571556797074,14.559831247461915
transit,121.5248809337645,14.560363058264652
transit,121.53404634345958,14.56089451003838
transit,121.54321179702818,14.561425602767736
transit,121.55237729444256,14.561956336437385
transit,121.56154283567493,14.562486711032001
transit,121.57070842069751,14.563016726536254
transit,121.57987404948253,14.563546382934835
transit,121.58903972200218,14.564075680212447
transit,121.59820543822867,14.5646046183538
transit,121.6073711981342,14.565133197343611
transit,121.61653700169097,14.565661417166611
transit,121.62570284887119,14.56618927780754
transit,121.63486873964699,14.566716779251148
transit,121.64403467399059,14.567243921482198
transit,121.65320065187416,14.567770704485456
transit,121.66236667326987,14.568297128245705
transit,121.67153273814988,14.568823192747736
transit,121.68069884648634,14.569348897976344
transit,121.68986499825142,14.569874243916354
transit,121.69903119341727,14.57039923055257
transit,121.70819743195602,14.570923857869833
transit,121.71736371383982,14.571448125852982
transit,121.72653003904081,14.571972034486867
transit,121.73569640753111,14.572495583756353
transit,121.74486281928284,14.57301877364631
transit,121.75402927426813,14.573541604141617
transit,121.7631957724591,14.574064075227167
transit,121.77236231382784,14.574586186887863
transit,121.78152889834648,14.575107939108621
transit,121.7906955259871,14.575629331874358
transit,121.7998621967218,14.57615036517001
transit,121.80902891052267,14.57667103898051
transit,121.8181956673618,14.577191353290825
transit,121.82736246721126,14.577711308085908
transit,121.83652931004313,14.57823090335073
transit,121.84569619582949,14.578750139070287
transit,121.85486312454239,14.579269015229562
transit,121.8640300961539,14.579787531813555
transit,121.87319711063607,14.580305688807288
transit,121.88236416796094,14.580823486195785
transit,121.89153126810058,14.581340923964072
transit,121.90069841102701,14.5818580020972
transit,121.90986559671227,14.582374720580212
transit,121.9190328251284,14.58289107939819
transit,121.92820009624741,14.583407078536194
transit,121.93736741004133,14.583922717979313
transit,121.94653476648217,14.584437997712644
transit,121.95570216554196,14.584952917721287
transit,121.96486960719268,14.585467477990361
transit,121.97403709140634,14.58598167850499
transit,121.98320461815494,14.586495519250304
transit,121.99237218741048,14.58700900021146
transit,122.00153979914494,14.587522121373604
